Unnamed: 0,Vmag,Plx,e_Plx,B-V,SpType,StarType
27671,9.21,3.03,1.39,1.126,K2,Unknown
27672,8.57,9.73,0.74,0.37,F2V,Dwarf
27673,7.57,3.52,0.94,1.538,K5III,Giant
27674,9.46,3.12,1.76,0.41,F5,Unknown
27675,6.97,4.06,1.03,1.584,K5,Unknown
27676,7.31,2.52,1.04,-0.017,B9,Unknown
27677,7.02,9.95,0.69,0.098,A1V,Dwarf
27678,9.2,3.24,1.62,-0.015,B,Unknown
27679,6.71,1.3,0.56,1.647,M1III,Giant
27680,7.37,8.33,0.6,0.206,A2III/IV,Giant
27681,7.85,5.25,1.25,0.424,A2,Unknown
27682,7.89,3.54,0.97,-0.08,B9,Unknown
27683,8.65,2.55,1.1,-0.067,A0,Unknown
27684,6.47,4.7,0.61,1.473,K3III,Giant
27685,7.89,15.12,1.07,0.795,G5,Unknown
27686,7.09,6.3,0.9,0.136,A2III,Giant
27687,9.4,8.17,1.1,0.743,G3V,Dwarf
27688,7.4,12.04,0.96,0.367,F0,Unknown
27689,8.13,9.48,0.67,0.351,F0IV,Giant
27690,9.27,7.72,0.83,0.602,G0V,Dwarf
27691,6.86,6.96,0.78,0.893,G8IV,Giant
27692,5.95,8.6,0.92,0.1,A2Vn,Dwarf
27693,7.46,3.15,0.82,1.266,K0,Unknown
27694,7.75,3.78,0.64,1.159,K1III,Giant
27695,10.08,17.64,1.63,0.872,Unknown,Unknown
27696,7.97,5.8,1.01,0.666,F8,Unknown
27697,9.84,2.71,2.26,0.514,F5,Unknown
27698,8.04,4.27,0.74,0.234,A2,Unknown
27699,7.68,14.23,0.89,0.789,G8V,Dwarf
27700,7.01,4.84,0.85,1.198,K1III,Giant
27701,9.14,2.78,1.79,0.088,B9,Unknown
27702,6.93,4.93,1.24,0.022,B8,Unknown
27703,8.78,-0.14,1.25,0.1,A0,Unknown
27704,10.19,3.99,1.08,0.515,G2,Unknown
27705,7.96,1.55,1.06,1.533,K2,Unknown
27706,8.0,13.15,0.8,0.458,F8,Unknown
27707,9.04,11.41,1.07,0.627,G1V,Dwarf
27708,7.59,4.41,1.08,1.332,K0,Unknown
27709,6.14,5.98,0.66,-0.036,A0Vs,Dwarf
27710,7.11,3.68,0.74,0.174,A3,Unknown
27711,7.62,4.04,0.61,1.14,K1IIICN...,Giant
27712,9.04,6.22,1.26,0.376,F0,Unknown
27713,8.57,3.19,0.78,1.116,G8III,Giant
27714,8.44,0.1,1.15,1.533,K0,Unknown
27715,8.14,5.43,0.71,0.318,F0V,Dwarf
27716,5.93,7.86,0.5,0.656,F7IV,Giant
27717,9.64,0.06,1.5,0.671,F8,Unknown
27718,9.05,10.22,0.85,0.63,G2/G3V,Dwarf
27719,9.37,6.63,0.97,0.589,G0V,Dwarf
27720,8.86,2.55,1.49,-0.01,A0,Unknown
27721,5.6,6.33,0.91,-0.053,B9p...,Unknown
27722,9.93,2.45,1.76,0.41,F5,Unknown
27723,8.81,2.45,1.22,0.175,A0,Unknown
27724,7.92,-1.29,1.13,0.643,A0Iab,Giant
27725,8.19,6.24,1.27,0.02,B9,Unknown
27726,5.96,2.38,0.97,0.549,B9V + G,Dwarf
27727,7.84,3.67,0.87,-0.007,Ap EuCrSr,Unknown
27728,6.82,2.67,0.53,1.619,M1III,Giant
27729,4.76,2.93,0.93,1.382,K2IIvar,Giant
27730,8.55,7.63,0.72,0.528,F7IV/V,Giant
27731,6.9,7.0,0.81,0.996,G5,Unknown
27732,9.63,-0.3,1.44,0.162,A0,Unknown
27733,8.53,4.22,0.88,0.096,A2IV,Giant
27734,9.22,0.97,0.89,1.375,K4III,Giant
27735,8.89,3.3,0.78,0.147,A2/A3IV/V,Giant
27736,8.71,3.87,0.75,0.131,A3V,Dwarf
27737,7.26,18.4,1.16,0.558,F5,Unknown
27738,8.99,2.06,1.14,0.271,A0,Unknown
27739,8.38,8.47,0.79,0.891,G8IV,Giant
27740,9.75,2.66,1.45,0.172,A1/A2V,Dwarf
27741,8.38,10.06,2.54,0.616,G0,Unknown
27742,7.75,5.59,1.1,1.146,G5,Unknown
27743,8.25,3.75,1.03,1.1,G5,Unknown
27744,7.8,2.14,1.08,0.986,G8III,Giant
27745,5.62,10.14,0.52,1.046,K1III,Giant
27746,9.51,0.83,0.97,1.004,G8II/III,Giant
27747,8.74,2.2,1.22,1.127,G5,Unknown
27748,8.16,5.49,1.02,1.092,K0,Unknown
27749,9.27,0.75,1.48,0.287,F0,Unknown
27750,9.24,3.41,1.18,0.899,G8IV/V,Giant
27751,9.21,3.52,1.69,0.435,F8,Unknown
27752,8.44,4.02,1.4,1.06,G6II-III,Giant
27753,8.06,8.97,1.01,0.478,F5V,Dwarf
27754,7.46,9.23,0.94,0.406,F0,Unknown
27755,8.83,2.73,0.85,1.382,M3/M4III,Giant
27756,6.4,4.93,0.89,0.098,A2V,Dwarf
27757,6.04,4.38,1.32,1.579,M2II:,Giant
27758,9.55,7.07,1.17,0.526,G2V,Dwarf
27759,9.18,2.71,0.94,1.018,K1III,Giant
27760,9.08,4.94,1.28,0.323,A5,Unknown
27761,8.05,13.93,0.72,0.76,G8V+...,Dwarf
27762,8.47,-6.01,21.46,1.0,G0,Unknown
27763,10.22,-1.19,2.18,1.44,Unknown,Unknown
27764,9.34,6.7,2.91,0.453,F8,Unknown
27765,8.45,-17.25,20.09,0.643,G0,Unknown
27766,6.69,2.93,0.74,1.077,K1III,Giant
27767,6.64,5.41,0.59,0.916,G6/G8III,Giant
27768,7.89,2.62,0.78,1.051,K0III,Giant
27769,8.68,1.34,0.83,1.571,M0/M1III:,Giant
27770,7.72,11.5,6.04,0.588,F8,Unknown
27771,7.7,7.71,0.59,0.201,A8/A9V,Dwarf
27772,8.79,19.48,1.37,0.767,G0,Unknown
27773,10.04,0.38,1.97,0.141,A3V,Dwarf
27774,6.22,7.86,0.71,0.955,G9III,Giant
27775,8.45,5.26,0.92,1.008,K0IV,Giant
27776,9.65,-1.7,2.11,0.391,F0,Unknown
27777,7.88,3.04,1.08,1.001,G5,Unknown
27778,8.34,12.21,1.23,0.655,G5,Unknown
27779,9.17,2.22,1.32,0.119,B8III,Giant
27780,8.91,0.66,1.49,0.069,A0,Unknown
27781,10.39,20.53,2.11,1.4,Unknown,Unknown
27782,9.7,49.74,1.66,1.321,M0V,Dwarf
27783,7.89,1.33,0.75,1.542,K5III:,Giant
27784,8.37,1.85,1.12,0.043,B9,Unknown
27785,9.5,3.03,1.81,1.7,K5,Unknown
27786,8.97,3.66,0.75,0.879,G8/K0III,Giant
27787,8.11,0.94,1.28,0.05,B3V,Dwarf
27788,9.58,9.46,1.89,0.455,A3V,Dwarf
27789,4.88,9.55,0.53,-0.154,B5V,Dwarf
27790,8.39,2.75,0.73,1.45,K3III,Giant
27791,8.49,3.94,0.76,0.088,A1V,Dwarf
27792,9.57,11.14,1.0,0.686,G2/G3IV/V,Giant
27793,9.89,4.58,1.21,0.47,G0,Unknown
27794,8.27,2.67,0.91,1.509,K2,Unknown
27795,8.17,2.68,1.06,1.308,K0,Unknown
27796,9.75,1.25,1.71,0.744,B,Unknown
27797,6.75,3.78,0.54,1.382,K2/K3III,Giant
27798,11.57,-5.12,7.1,0.005,B9,Unknown
27799,7.19,16.53,1.0,0.506,F5,Unknown
27800,7.73,5.12,0.93,0.094,A1V,Dwarf
27801,6.81,6.58,0.8,0.064,A2V,Dwarf
27802,8.59,21.06,0.84,0.696,G5V,Dwarf
27803,9.96,3.41,1.51,0.43,F2,Unknown
27804,10.86,2.09,2.68,1.504,Unknown,Unknown
27805,7.24,1.84,1.02,1.393,K2,Unknown
27806,8.32,3.65,1.05,0.099,A1V,Dwarf
27807,6.7,3.48,0.96,-0.057,B9V,Dwarf
27808,8.4,11.25,1.25,0.552,F8,Unknown
27809,4.56,7.45,0.9,-0.008,A0V,Dwarf
27810,9.5,4.41,1.53,0.535,F5,Unknown
27811,7.85,4.14,0.92,0.049,A2,Unknown
27812,8.39,2.31,0.9,-0.063,A0V,Dwarf
27813,8.39,-0.49,1.18,1.603,K2,Unknown
27814,6.55,4.87,0.56,1.37,K3III,Giant
27815,8.72,3.49,1.05,1.32,K0,Unknown
27816,8.76,2.61,1.17,0.073,A0,Unknown
27817,7.12,4.13,0.82,1.472,K2,Unknown
27818,7.21,3.34,0.82,0.901,G0,Unknown
27819,8.41,6.4,0.69,0.96,K0V,Dwarf
27820,7.59,1.49,1.03,0.494,F5II,Giant
27821,9.07,1.46,1.32,0.419,B5III,Giant
27822,7.89,5.13,0.66,0.813,G8V,Dwarf
27823,6.7,14.93,1.19,0.2,F5,Unknown
27824,9.16,4.49,0.99,1.217,K2III,Giant
27825,7.71,1.92,0.55,0.029,A1/A2V,Dwarf
27826,7.5,0.62,0.93,1.042,G3Ib-II,Giant
27827,8.75,1.64,1.29,0.149,A0V,Dwarf
27828,7.28,18.06,0.84,0.543,F8/G0V,Dwarf
27829,8.44,2.53,1.18,0.23,B1Vnne,Dwarf
27830,8.07,0.89,1.02,-0.046,B8,Unknown
27831,8.29,10.61,0.67,0.497,F6V,Dwarf
27832,8.13,2.54,1.09,0.262,A2,Unknown
27833,8.43,5.02,1.08,0.227,B9,Unknown
27834,8.39,15.13,0.77,0.65,G5V,Dwarf
27835,7.38,0.61,0.99,1.12,K0,Unknown
27836,9.03,2.72,1.55,0.02,A0,Unknown
27837,8.51,-0.12,1.28,0.07,A0,Unknown
27838,8.06,3.97,1.28,1.148,K5,Unknown
27839,8.78,13.83,1.73,0.617,G0,Unknown
27840,7.09,5.78,1.39,-0.01,B9,Unknown
27841,9.44,3.04,1.45,0.205,A2,Unknown
27842,8.87,0.1,0.98,1.51,K2/K3III:,Giant
27843,9.91,1.42,2.27,0.346,F5,Unknown
27844,8.33,4.41,1.14,1.1,G5,Unknown
27845,9.06,2.88,0.88,0.596,G1V,Dwarf
27846,9.17,-1.05,1.53,1.5,K0,Unknown
27847,11.74,2.68,2.02,-0.012,B5,Unknown
27848,8.47,3.18,3.09,0.319,B9,Unknown
27849,7.97,10.19,0.66,0.411,F2V,Dwarf
27850,7.88,2.85,1.07,1.491,K0,Unknown
27851,9.13,6.92,0.78,0.747,G8V,Dwarf
27852,7.6,6.68,0.68,0.365,A2m...,Unknown
27853,8.55,1.12,1.52,1.604,M0,Unknown
27854,7.8,4.61,0.9,1.008,G8III/IV,Giant
27855,6.68,3.88,0.76,0.104,A3IV,Giant
27856,8.68,2.61,1.35,0.029,A0,Unknown
27857,7.21,4.6,0.88,1.515,K4/K5III,Giant
27858,7.76,18.64,1.05,0.59,F8,Unknown
27859,11.46,4.38,2.5,0.52,sdF9:,Unknown
27860,8.25,-0.18,1.12,0.06,B2V,Dwarf
27861,8.69,0.42,1.08,1.44,K2,Unknown
27862,8.82,-0.05,1.58,1.123,K0,Unknown
27863,8.52,0.9,1.08,-0.026,B5,Unknown
27864,7.54,6.83,0.87,0.422,F0,Unknown
27865,8.74,5.49,1.6,0.487,F5,Unknown
27866,7.17,77.95,0.53,0.935,K3V,Dwarf
27867,8.55,4.26,1.14,1.109,K0,Unknown
27868,8.44,0.71,1.12,1.32,K2,Unknown
27869,4.65,36.67,0.48,1.022,K1III/IV,Giant
27870,8.48,9.62,0.75,0.559,G0V,Dwarf
27871,6.78,9.19,0.64,0.438,F5IV,Giant
27872,8.04,-1.01,1.17,1.767,M0,Unknown
27873,11.79,17.41,2.35,1.34,Unknown,Unknown
27874,7.04,5.15,2.06,0.867,G5,Unknown
27875,6.53,28.67,0.55,0.891,K1V,Dwarf
27876,6.62,7.78,0.5,0.383,F0III,Giant
27877,7.45,3.1,0.58,1.309,K2III,Giant
27878,9.07,7.65,1.33,0.508,F8,Unknown
27879,6.13,2.21,1.02,1.404,G9II,Giant
27880,6.34,17.84,0.71,0.37,F3V,Dwarf
27881,6.3,5.91,0.76,1.283,K0,Unknown
27882,8.97,2.64,1.12,0.161,A0,Unknown
27883,9.07,4.19,0.85,1.011,G8III,Giant
27884,10.82,16.91,11.52,1.142,Unknown,Unknown
27885,9.67,1.53,1.4,0.321,B8,Unknown
27886,8.78,6.46,1.36,0.548,G0,Unknown
27887,8.5,3.64,1.69,0.23,A9V,Dwarf
27888,10.65,8.06,1.8,0.789,K,Unknown
27889,9.89,12.36,1.1,0.779,G8V,Dwarf
27890,7.95,-1.68,3.38,0.4,A0,Unknown
27891,7.43,-0.99,1.09,1.758,M3III,Giant
27892,4.39,115.43,1.08,0.594,G0V,Dwarf
27893,7.2,2.51,0.95,0.008,A0IV,Giant
27894,9.54,5.25,1.79,0.414,F0,Unknown
27895,9.12,6.0,0.82,0.314,A9V,Dwarf
27896,8.28,4.4,1.15,1.133,K0/K1IV,Giant
27897,8.84,37.57,1.26,1.014,K3V,Dwarf
27898,7.15,4.06,0.98,-0.028,B9,Unknown
27899,6.61,4.43,0.89,1.326,K0,Unknown
27900,9.69,3.05,1.68,0.145,A0,Unknown
27901,7.51,43.86,1.19,0.7,G6V,Dwarf
27902,9.1,14.06,0.85,0.72,G6V,Dwarf
27903,6.59,10.69,0.87,0.029,A2V,Dwarf
27904,8.12,5.47,0.72,0.394,F3V,Dwarf
27905,9.24,8.37,1.36,0.41,F5,Unknown
27906,8.5,2.5,1.02,1.652,M2III,Giant
27907,10.7,26.1,2.13,1.172,M0,Unknown
27908,6.57,2.18,0.95,-0.175,B1.5V,Dwarf
27909,8.26,7.15,2.47,0.873,G5,Unknown
27910,8.22,7.34,1.09,0.504,F5,Unknown
27911,10.28,-1.71,15.62,0.499,Unknown,Unknown
27912,7.31,12.76,0.94,0.278,B9,Unknown
27913,8.0,2.76,1.22,-0.01,B9,Unknown
27914,6.85,9.58,0.73,0.204,A5V,Dwarf
27915,8.12,14.97,1.17,0.543,F5,Unknown
27916,6.11,2.96,0.51,-0.148,B3V,Dwarf
27917,5.62,4.37,0.72,1.523,K3 comp,Unknown
27918,5.99,3.94,0.86,1.328,K0III,Giant
27919,9.4,5.47,1.5,0.445,F5,Unknown
27920,7.9,0.37,1.13,0.008,O6:pe SB,Unknown
27921,7.73,6.97,0.63,0.29,A8/A9V,Dwarf
27922,8.38,10.65,0.91,0.602,G0V,Dwarf
27923,8.29,-0.17,1.25,0.02,A0,Unknown
27924,8.83,-0.69,1.83,0.053,A0,Unknown
27925,8.33,3.45,1.11,0.164,A2,Unknown
27926,5.29,28.65,0.47,0.295,F0Ve...,Dwarf
27927,10.11,17.26,1.07,0.807,Unknown,Unknown
27928,4.96,13.54,0.72,0.052,A2V,Dwarf
27929,8.25,10.39,0.67,0.611,G0V,Dwarf
27930,8.28,11.66,0.72,0.417,F3V,Dwarf
27931,8.74,1.61,0.85,1.233,K0,Unknown
27932,9.45,3.12,0.98,0.333,F2/F3V,Dwarf
27933,7.32,1.35,1.02,1.241,K0,Unknown
27934,5.55,6.41,0.53,1.515,M0III,Giant
27935,8.39,16.91,0.66,0.641,G2V,Dwarf
27936,7.2,3.25,1.1,1.249,G7III,Giant
27937,8.24,1.49,0.79,1.521,K4/K5III,Giant
27938,7.27,4.16,0.89,0.077,A0,Unknown
27939,9.22,0.83,1.41,0.236,B9V,Dwarf
27940,6.63,2.9,1.01,1.025,K0,Unknown
27941,6.8,5.42,1.05,0.007,B9...,Unknown
27942,7.4,4.85,1.12,1.04,G5,Unknown
27943,7.1,6.64,0.55,1.096,K0III,Giant
27944,5.92,2.32,0.84,-0.145,B2V,Dwarf
27945,7.92,3.42,0.57,-0.017,A0V,Dwarf
27946,7.88,2.18,0.78,1.308,K2III,Giant
27947,8.42,7.16,1.44,1.11,K2III,Giant
27948,8.56,14.05,0.67,0.548,F8IV/V,Giant
27949,7.74,15.82,0.99,0.49,F5V,Dwarf
27950,5.2,8.05,0.71,0.01,A2V,Dwarf
27951,7.3,2.15,1.07,1.56,K5III,Giant
27952,5.9,12.72,0.98,0.144,A5IV,Giant
27953,9.63,10.96,1.46,0.612,G3V,Dwarf
27954,8.65,1.82,0.78,0.91,G8IV,Giant
27955,7.82,4.94,0.72,0.027,A0V,Dwarf
27956,8.76,11.39,0.77,0.508,F6V,Dwarf
27957,7.58,14.21,0.58,0.428,F3V,Dwarf
27958,8.18,1.83,1.19,-0.075,B9,Unknown
27959,7.65,21.41,1.1,0.629,G0III,Giant
27960,12.75,4.63,1.1,0.503,F5...,Unknown
27961,7.89,8.44,1.23,0.489,F5V,Dwarf
27962,7.69,7.41,0.65,0.908,G8/K0III,Giant
27963,10.1,-0.9,1.71,1.159,G5,Unknown
27964,9.49,0.73,1.71,0.545,F5,Unknown
27965,7.34,13.9,0.91,0.428,F2,Unknown
27966,7.44,5.05,1.01,0.191,A2,Unknown
27967,8.07,8.58,1.44,0.456,F5,Unknown
27968,0.45,7.63,1.64,1.5,M2Ib,Giant
27969,8.6,4.6,1.05,0.458,F0,Unknown
27970,7.72,5.53,0.65,1.129,K0III,Giant
27971,8.65,8.88,0.77,0.546,F7V,Dwarf
27972,8.05,3.43,0.7,1.204,K0,Unknown
27973,10.27,-1.73,2.2,0.549,F8V,Dwarf
27974,8.41,2.33,0.72,1.031,K0III,Giant
27975,11.51,8.58,1.44,0.612,Unknown,Unknown
27976,8.6,8.84,1.6,0.451,G0,Unknown
27977,7.92,3.38,1.1,1.219,K0,Unknown
27978,8.39,2.36,0.7,1.234,K1/K2III:,Giant
27979,7.99,2.13,0.95,1.317,K0,Unknown
27980,8.37,0.89,1.2,1.446,K2,Unknown
27981,7.08,9.32,1.12,0.136,A0,Unknown
27982,9.58,2.9,1.41,0.08,A2,Unknown
27983,10.55,2.73,1.92,1.13,K0,Unknown
27984,9.52,6.52,1.65,0.466,F5,Unknown
27985,9.29,5.94,1.02,0.798,G8V,Dwarf
27986,11.79,6.53,4.98,0.73,Unknown,Unknown
27987,8.67,3.45,0.9,0.187,A0,Unknown
27988,8.91,1.72,1.27,0.233,A3,Unknown
27989,4.97,9.93,0.51,1.102,K1IIICN...,Giant
27990,5.87,10.71,0.92,1.173,K2III:,Giant
27991,8.57,2.31,1.16,0.043,A0,Unknown
27992,8.17,9.75,0.93,0.315,A3,Unknown
27993,9.02,1.13,1.49,0.206,A2V,Dwarf
27994,9.33,0.72,1.54,0.703,F8,Unknown
27995,9.52,7.34,0.93,0.663,G1/G2IV/V,Giant
27996,7.79,0.75,0.86,1.579,M3III,Giant
27997,7.6,1.28,0.98,1.127,K0III,Giant
27998,6.28,10.17,1.23,0.056,A2III,Giant
27999,9.74,5.75,1.61,0.513,F8,Unknown
28000,7.91,13.42,0.78,0.569,F7V,Dwarf
28001,8.39,1.44,1.7,0.11,B2IV,Giant
28002,7.4,1.4,0.87,1.778,M0,Unknown
28003,8.44,3.37,0.91,0.889,G8/K0III,Giant
28004,8.57,-0.28,1.09,0.117,A0,Unknown
28005,7.59,4.24,0.63,1.178,K0III,Giant
28006,8.55,4.77,1.35,-0.002,A0,Unknown
28007,9.15,3.07,1.53,0.165,B8,Unknown
28008,7.69,7.33,1.28,1.006,G5,Unknown
28009,8.29,3.72,1.04,1.1,G5,Unknown
28010,8.05,9.95,0.8,0.43,F3IV/V,Giant
28011,8.86,1.08,1.37,0.972,K0,Unknown
28012,7.03,-0.24,0.93,0.139,B1II,Giant
28013,7.99,1.49,1.02,1.13,G5,Unknown
28014,10.7,68.58,1.94,1.054,Unknown,Unknown
28015,7.46,18.45,0.64,0.492,F6V,Dwarf
28016,8.62,2.6,0.87,1.202,K1/K2III:,Giant
28017,9.16,2.02,1.33,1.011,G8III/IV,Giant
28018,8.46,3.9,1.12,0.223,A0,Unknown
28019,8.59,7.08,0.77,0.456,F3V,Dwarf
28020,10.62,1.52,1.65,1.5,M6e-M9.5e,Unknown
28021,8.48,10.9,0.72,0.558,F7V,Dwarf
28022,7.27,6.42,1.13,0.257,A5,Unknown
28023,8.26,9.65,1.19,0.767,G5III,Giant
28024,9.95,-1.13,1.74,0.013,B4V SB,Dwarf
28025,8.8,1.49,1.24,1.459,K7,Unknown
28026,6.77,11.03,0.72,0.734,G3IV/V,Giant
28027,9.54,3.03,1.42,0.567,F5,Unknown
28028,9.4,2.33,1.33,-0.017,B5,Unknown
28029,8.91,1.2,1.25,0.15,A5V,Dwarf
28030,7.59,4.48,0.6,0.969,K0III,Giant
28031,8.16,5.31,0.63,0.378,F0III/IV,Giant
28032,10.93,5.42,1.56,0.64,Unknown,Unknown
28033,9.02,2.33,0.88,0.97,G8III:,Giant
28034,6.64,8.52,0.83,0.297,F0,Unknown
28035,7.17,5.81,0.98,0.104,A0V,Dwarf
28036,8.82,2.31,1.35,0.228,A0,Unknown
28037,9.74,3.02,2.25,0.418,F2,Unknown
28038,6.73,5.71,0.6,-0.05,B8/B9V,Dwarf
28039,11.0,14.23,4.32,0.5,Unknown,Unknown
28040,10.51,13.84,1.27,0.895,Unknown,Unknown
28041,9.5,5.94,1.85,0.427,F5,Unknown
28042,8.17,1.05,1.22,0.0,B5,Unknown
28043,8.39,3.43,1.15,1.163,K0,Unknown
28044,7.55,4.04,0.98,-0.066,B9,Unknown
28045,9.02,2.9,0.73,0.923,G8/K0III,Giant
28046,9.08,5.91,1.45,0.271,A0,Unknown
28047,6.6,35.72,1.0,0.65,G5IV,Giant
28048,8.94,14.32,0.82,0.565,G0V,Dwarf
28049,8.27,6.79,0.86,0.179,A0,Unknown
28050,9.41,2.63,1.84,0.285,B8,Unknown
28051,8.06,3.99,1.06,-0.047,Asp...,Unknown
28052,8.68,2.56,0.92,1.537,M2III,Giant
28053,9.38,8.19,1.45,0.622,G3V,Dwarf
28054,8.06,6.35,0.75,0.382,F2IV/V,Giant
28055,8.06,3.23,1.1,0.16,B8,Unknown
28056,7.73,8.16,0.87,0.245,A5,Unknown
28057,8.29,-1.57,1.25,1.359,K0,Unknown
28058,7.78,5.59,0.98,1.009,K0III,Giant
28059,6.89,9.96,0.74,0.096,A1V,Dwarf
28060,8.53,4.64,0.98,0.119,A2/A3V,Dwarf
28061,8.24,15.97,0.97,0.53,F6V,Dwarf
28062,7.76,1.67,1.5,0.402,A2,Unknown
28063,5.95,11.18,0.63,1.107,K0/K1III,Giant
28064,6.62,3.75,0.83,0.159,A5V,Dwarf
28065,9.02,2.86,1.32,0.498,F5,Unknown
28066,9.51,2.66,1.5,1.001,G0,Unknown
28067,9.45,1.96,1.52,0.167,A0,Unknown
28068,8.31,4.37,1.14,1.159,K0,Unknown
28069,8.43,3.56,0.71,1.01,K0III,Giant
28070,7.91,2.71,1.02,0.327,F0V,Dwarf
28071,9.06,2.39,1.04,0.081,B9,Unknown
28072,7.72,1.02,0.75,1.619,M2III,Giant
28073,10.07,4.8,1.25,0.466,F0,Unknown
28074,7.74,6.85,0.91,0.175,A2,Unknown
28075,7.58,4.66,0.67,1.004,K0III,Giant
28076,5.52,2.23,0.56,0.382,F2III,Giant
28077,8.12,8.88,0.7,0.47,F5V,Dwarf
28078,7.77,3.03,0.95,0.048,B9,Unknown
28079,10.73,0.91,3.19,1.803,Unknown,Unknown
28080,8.15,10.79,1.29,0.528,F8,Unknown
28081,3.71,66.47,0.74,0.337,F1V,Dwarf
28082,12.25,-2.46,2.95,0.38,Unknown,Unknown
28083,8.68,8.07,0.73,0.478,F5V,Dwarf
28084,7.92,2.67,1.11,0.104,A2,Unknown
28085,8.49,7.42,1.17,0.579,F7V,Dwarf
28086,8.93,-1.35,1.23,1.5,K5,Unknown
28087,8.82,1.87,1.34,0.066,A0,Unknown
28088,9.5,1.9,1.56,0.979,K0,Unknown
28089,5.97,4.68,0.97,-0.038,A0IV,Giant
28090,7.3,5.36,0.66,-0.007,A0V,Dwarf
28091,8.93,2.58,1.46,0.606,F8,Unknown
28092,8.58,4.85,1.09,0.325,A9V,Dwarf
28093,8.94,2.01,1.44,0.92,G6III,Giant
28094,12.01,10.75,2.27,1.21,Unknown,Unknown
28095,6.35,0.9,0.85,0.275,A2II,Giant
28096,6.37,6.53,0.65,1.068,K0III,Giant
28097,8.26,4.93,1.23,0.04,A0,Unknown
28098,8.13,2.54,0.67,1.517,K4III,Giant
28099,12.39,4.63,1.1,0.612,Unknown,Unknown
28100,9.48,23.63,3.2,0.722,G5,Unknown
28101,9.27,1.78,1.58,0.284,B9,Unknown
28102,9.59,-0.72,1.71,0.125,B8,Unknown
28103,9.95,16.97,0.99,0.808,K,Unknown
28104,9.12,0.81,1.33,1.017,G5,Unknown
28105,8.86,1.16,0.78,1.664,M1III,Giant
28106,7.86,14.47,1.17,0.448,F3IV/V,Giant
28107,9.24,2.58,1.49,0.04,A2,Unknown
28108,8.12,6.25,1.02,0.189,A3III,Giant
28109,8.22,2.57,1.1,0.067,A0,Unknown
28110,9.85,0.05,1.44,-0.198,B3II/III,Giant
28111,8.98,1.88,1.18,0.968,G5,Unknown
28112,9.46,3.62,0.84,1.13,M4/M5III,Giant
28113,9.85,25.08,1.92,1.103,K5V,Dwarf
28114,8.96,2.46,0.83,0.348,A0m...,Unknown
28115,8.49,2.1,1.22,0.871,G5,Unknown
28116,6.44,4.2,0.66,1.07,G8III,Giant
28117,5.89,10.62,0.89,1.111,K2III,Giant
28118,8.7,2.99,2.59,0.147,A0,Unknown
28119,8.29,0.47,0.94,1.658,K5,Unknown
28120,7.22,3.52,1.0,-0.137,B2V,Dwarf
28121,8.71,8.69,1.02,0.551,G0,Unknown
28122,7.85,0.53,1.43,0.041,A0V,Dwarf
28123,8.6,17.52,1.24,0.609,G0,Unknown
28124,8.26,3.61,0.65,1.143,K2IIICN...,Giant
28125,8.96,4.63,1.56,0.4,F5,Unknown
28126,9.69,4.17,1.8,1.321,K2,Unknown
28127,6.88,4.26,0.92,1.016,G5,Unknown
28128,7.53,2.71,1.11,1.303,M...,Unknown
28129,6.65,18.75,0.56,0.521,G0IV-V,Giant
28130,7.21,4.34,0.98,1.375,K5,Unknown
28131,10.59,42.17,1.77,1.404,M:,Unknown
28132,6.03,-0.24,0.79,0.346,A0Ia,Giant
28133,8.84,7.51,1.41,0.414,F0,Unknown
28134,9.35,1.89,1.48,0.146,A0,Unknown
28135,7.7,1.27,1.25,1.619,K5,Unknown
28136,8.35,5.52,1.23,0.375,F0,Unknown
28137,8.2,14.69,1.24,0.654,G0,Unknown
28138,9.34,7.26,1.45,0.54,G0,Unknown
28139,8.26,4.84,0.98,0.932,K0,Unknown
28140,6.55,5.59,0.87,0.993,G8III,Giant
28141,8.98,4.31,1.28,0.441,F2V,Dwarf
28142,7.24,-0.83,1.04,1.086,G2Ib,Giant
28143,7.82,3.54,1.29,0.395,A8/A9m+...,Unknown
28144,8.0,4.09,1.33,1.482,M5IIIvar,Giant
28145,8.97,2.69,2.69,0.597,F2,Unknown
28146,6.95,8.93,0.84,1.2,K2IV,Giant
28147,7.91,7.7,1.2,0.271,A2,Unknown
28148,7.86,4.93,1.09,-0.07,B9,Unknown
28149,8.68,6.64,2.78,0.491,F2,Unknown
28150,10.35,1.56,2.1,1.04,R...,Unknown
28151,7.49,5.27,0.63,1.064,K1III,Giant
28152,8.67,5.93,1.27,0.494,F5,Unknown
28153,9.1,6.37,2.17,0.341,F0,Unknown
28154,9.35,5.47,1.52,0.503,F5,Unknown
28155,8.26,12.71,0.8,0.503,G3V,Dwarf
28156,10.21,0.82,1.65,0.095,A0,Unknown
28157,7.98,9.16,0.69,0.519,F6V,Dwarf
28158,6.48,4.53,0.55,1.48,K5/M0III,Giant
28159,8.94,10.56,1.0,0.705,G3IV/V,Giant
28160,9.81,13.72,1.94,0.779,K0,Unknown
28161,9.8,14.13,1.0,0.73,G6V,Dwarf
28162,8.55,1.08,1.19,0.93,G8/K0IIICNp,Giant
28163,7.73,-2.96,1.62,1.456,K3V,Dwarf
28164,8.16,7.84,0.71,0.508,F5V,Dwarf
28165,6.9,5.46,1.89,0.0,A0V,Dwarf
